id;Year;Title;WorldwideBox_office;DomesticBox_office;InternationalBox_office;production_cost;Runtime;release_date;Genre_1;Genre_2;Genre_3;original_language;popularity;Production_Companies;vote_average;vote_count;Cast;Director;IMDB_Rating;Metascore
8452;2000;The 6th Day;96085477;;;820000000;1230;110;Science Fiction;Action;Mystery;en;21668;Phoenix Pictures;5965;19170;;;;
8669;2008;Charlie Bartlett;5254986;;;120000000;970;20;Comedy;Drama;Romance;en;17009;Metro-Goldwyn-Mayer;67;6000;;;;
8681;2008;Taken;226830568;;;250000000;940;20;Action;Thriller;;en;81171;EuropaCorp;7391;107810;;;;
8810;1981;Mad Max 2;24600832;;;20000000;960;120;Adventure;Action;Thriller;en;49972;Kennedy Miller Productions;74;34420;;;;
8831;1994;Timecop;101646581;;;270000000;990;90;Thriller;Science Fiction;Action;en;17995;Renaissance Pictures;60;11010;;;;
8841;2008;Entre les murs;28814580;;;0;1280;90;Drama;;;fr;11471;Haut et Court;70;6260;;;;
8875;2007;Timber Falls;677548;;;26000000;970;120;Horror;Thriller;;en;26419;Ascendant Pictures;51;1370;;;;
8879;1985;Pale Rider;41400000;;;69000000;1150;60;Western;Drama;;en;33553;Warner Bros. Pictures;7145;9960;;;;
8880;1994;Che: Part Two;8638163;13053120800;2279687920;400000000;1350;120;Drama;History;War;en;16137;Wild Bunch;67;5900;;;;
8885;2008;Vals Im Bashir;11179372;;;15000000;900;60;Drama;Animation;War;he;13582;Bridgit Folman Film Gang;77;9190;;;;
8914;1999;Deep Blue Sea;164700000;;;600000000;1050;70;Action;Horror;Science Fiction;en;29448;Riche-Ludwig Productions;60;23110;;;;
8953;2004;スチームボーイ;18900000;;;260000000;1260;70;Animation;Fantasy;Science Fiction;ja;20736;Bandai Visual;68;3960;;;;
8960;2008;Hancock;629400000;;;1500000000;920;70;Fantasy;Action;;en;4082;Columbia Pictures;6346;92590;;;;
8961;2003;Bad Boys II;273300000;;;1300000000;1470;70;Action;Crime;Comedy;en;66651;Columbia Pictures;6607;51140;;;;
8982;2005;ต้มยำกุ้ง;27165581;;;60000000;1110;80;Action;Crime;Drama;th;41011;Sahamongkolfilm;71;8080;;;;
9022;2008;All the Boys Love Mandy Lane;1757270;;;7500000;900;90;Horror;Mystery;Thriller;en;13129;Occupant Films;56;6250;;;;
9030;2008;The Eye;58010320;;;120000000;980;20;Drama;Horror;Thriller;en;15644;Paramount Vantage;58;9910;;;;
9067;1995;Tank Girl;4064495;;;250000000;1040;30;Action;Comedy;Science Fiction;en;28416;Trilogy Entertainment Group;54;4560;;;;
9075;2006;Zwartboek;26768563;;;210000000;1450;90;Drama;Thriller;War;nl;22491;Studio Babelsberg;75;10840;;;;
9289;1962;The Longest Day;50100000;;;100000000;1780;90;War;Action;Drama;en;24962;Darryl F. Zanuck Productions;76;8810;;;;
9290;1998;Crocodile Dundee in Los Angeles;39438674;13631429400;2396857060;211500000;950;40;Adventure;Comedy;;en;196;Bungalow Productions;52;5850;;;;
9408;2007;Surf's Up;149000000;;;850000000;850;60;Animation;Comedy;Family;en;35551;Columbia Pictures;6411;23620;;;;
9447;1998;Babe: Pig in the City;69100000;;;900000000;920;110;Family;Adventure;Comedy;en;30019;Kennedy Miller Productions;56;11740;;;;
9454;1998;EverAfter;65700000;;;260000000;1210;70;Drama;Romance;Comedy;en;42136;20th Century Fox;74;13890;;;;
9470;2004;功夫;102034104;;;200000000;990;20;Action;Comedy;Crime;cn;6585;Star Overseas;74;26480;;;;
9488;2002;Spy Kids 2: The Island of Lost Dreams;119700000;;;380000000;1000;80;Action;Adventure;Family;en;42357;Dimension Films;5622;20950;;;;
9515;2005;The Matador;17300000;;;100000000;960;50;Action;Comedy;Crime;en;11777;Stratus Film Co.;63;4360;;;;
9516;1993;Menace II Society;27900000;;;35000000;970;50;Drama;Crime;Crime;en;25624;New Line Cinema;75;7280;;;;
9530;2005;RV;87528173;19359552100;3629640450;500000000;990;40;Family;Comedy;Romance;en;35906;Columbia Pictures;59;15990;;;;
9540;1996;Dead Ringers;8038508;18098188600;2767161080;130000000;1150;90;Thriller;Horror;;en;17112;Morgan Creek Entertainment;71;8290;;;;
9550;2000;十面埋伏;92863945;21540988900;3341786270;150000000;1190;50;Adventure;Drama;Action;zh;28938;Beijing New Picture Film Co. Ltd.;73;15400;;;;
9560;2006;A Walk in the Clouds;50012507;13350134800;2658863970;200000000;1030;50;Drama;Romance;;en;25163;Zucker Brothers Productions;73;9100;;;;
9563;1999;Any Given Sunday;100230832;;;550000000;1620;120;Drama;;;en;23458;The Donners' Company;68;15670;;;;
9573;2002;Blood Work;31794718;;;500000000;1100;80;Thriller;Crime;Action;en;15243;Malpaso Productions;616;7520;;;;
9600;2000;Big Momma's House;174000000;;;300000000;980;50;Crime;Comedy;;en;31406;Regency Enterprises;5813;22160;;;;
9618;1989;Tango & Cash;63408614;;;550000000;1040;120;Action;Thriller;Comedy;en;27866;Warner Bros. Pictures;6439;18070;;;;
9619;1997;Dante's Peak;178127760;;;1160000000;1080;20;Action;Adventure;Drama;en;34082;Pacific Western;62;17720;;;;
9644;1993;National Lampoon's Loaded Weapon 1;27979966;;;0;840;20;Comedy;Crime;Action;en;1585;3 Arts Entertainment;60;6830;;;;
9645;2002;Ghost Ship;71142361;;;350000000;910;100;Horror;Mystery;Thriller;en;37997;Village Roadshow Pictures;59;22650;;;;
9656;2006;Black Christmas;21500000;;;90000000;950;120;Horror;Mystery;;en;17034;Dimension Films;52;5180;;;;
9662;2003;Les Triplettes de Belleville;14776760;;;95000000;800;60;Animation;Comedy;Drama;fr;16963;Production Champion;74;8930;;;;
9679;2000;Gone in Sixty Seconds;237200000;;;900000000;1180;60;Action;Crime;Thriller;en;44268;Touchstone Pictures;6422;42130;;;;
9702;1993;Bound by Honor;4500000;;;350000000;1900;20;Crime;Action;Drama;en;58443;Hollywood Pictures;81;12110;;;;
9705;2001;Swordfish;147080413;;;1020000000;990;60;Action;Crime;Thriller;en;29401;Village Roadshow Pictures;62;25460;;;;
9728;1982;Friday the 13th Part III;36700000;;;40000000;950;80;Horror;Thriller;;en;47475;Jason Productions;59;13050;;;;
9801;2004;Bridget Jones: The Edge of Reason;262500000;;;400000000;1080;110;Comedy;Romance;;en;27368;Universal Pictures;6246;26780;;;;
9809;2006;Let's Go to Prison;4630045;;;40000000;840;110;Comedy;Crime;;en;15485;Universal Pictures;57;2800;;;;
9992;2006;Arthur et les Minimoys;107944236;;;860000000;940;120;Adventure;Fantasy;Animation;en;42789;Canal+;6387;27740;;;;
10014;1985;A Nightmare on Elm Street Part 2: Freddy's Revenge;30000000;;;30000000;870;110;Horror;;;en;46615;New Line Cinema;58;17520;;;;
10025;2006;Just My Luck;38159905;;;280000000;1030;50;Comedy;Drama;Family;en;26881;New Regency Pictures;61;18280;;;;
10028;2003;Honey;62646763;;;180000000;940;110;Music;Drama;Romance;en;2009;NuAmerica Entertainment;63;11310;;;;
10040;2005;Miss Congeniality 2: Armed and Fabulous;101393569;;;0;1150;30;Action;Comedy;;en;32233;Village Roadshow Pictures;57;17660;;;;
10045;2004;Banlieue 13;9584131;;;120000000;840;110;Action;Thriller;Science Fiction;fr;3128;Canal+;68;17390;;;;
10068;1986;Nine 1/2 Weeks;6735922;;;170000000;1170;20;Romance;Drama;;en;35771;Jonesfilm;61;9490;;;;
10105;2003;Saints and Soldiers;1310470;;;7800000;900;90;War;Drama;Action;en;10215;Go Films;63;2590;;;;
10133;2002;Cypher;898365;;;75000000;950;100;Thriller;Science Fiction;Mystery;en;13158;Miramax;66;5330;;;;
10167;2002;Half Past Dead;19233280;;;250000000;980;110;Crime;Action;Thriller;en;14057;Franchise Pictures;52;3330;;;;
10186;2008;The Rocker;8762890;;;150000000;1020;80;Comedy;Music;;en;18161;Fox Atomic;60;5570;;;;
10196;2010;The Last Airbender;319713881;;;1500000000;1030;60;Action;Adventure;Fantasy;en;58302;Paramount;47;38250;;;;
10226;2003;Haute tension;6291958;;;0;900;60;Horror;Thriller;Mystery;fr;35661;Alexandre Films;67;12230;;;;
10246;1981;Porky's;125700000;;;40000000;940;110;Comedy;;;en;31442;Melvin Simon Productions;64;8130;;;;
10253;2007;디 워;75108998;;;320000000;900;80;Fantasy;Drama;Horror;ko;19406;Younggu-Art Movies;45;3830;;;;
10269;1983;Yentl;30400000;;;120000000;1320;110;Music;Drama;Romance;en;23951;Ladbroke;66;2160;;;;
10279;1999;Summer of Sam;19288130;;;220000000;1420;70;Thriller;Drama;Crime;en;14891;40 Acres and a Mule Filmworks;65;4310;;;;
10280;1996;Thinner;15315484;;;80000000;920;100;Fantasy;Horror;;en;1799;Spelling Films;59;5670;;;;
10281;1988;Friday the 13th Part VII: The New Blood;19200000;;;28000000;880;50;Horror;Thriller;Science Fiction;en;30057;Friday Four Films Inc.;54;9700;;;;
10283;1989;Friday the 13th Part VIII: Jason Takes Manhattan;14000000;;;50000000;1000;70;Horror;Thriller;;en;30677;Paramount;49;9770;;;;
10285;1993;Jason Goes to Hell: The Final Friday;15900000;;;30000000;880;80;Horror;Thriller;Thriller;en;33838;Sean S. Cunningham Films;45;9130;;;;
10288;2006;Fido;426224;;;80000000;920;90;Horror;Comedy;Romance;en;12368;Lions Gate Films;64;4230;;;;
10306;1988;Poltergeist III;14144000;;;105000000;980;60;Horror;Thriller;;en;18115;Metro-Goldwyn-Mayer;5213;4510;;;;
10307;1999;Stigmata;50041732;;;290000000;1030;90;Horror;Thriller;Fantasy;en;21006;FGM Entertainment;63;10350;;;;
10312;1998;Patch Adams;202292902;;;500000000;1150;120;Comedy;Drama;;en;27654;Universal Pictures;73;30920;;;;
10313;2009;The Men Who Stare at Goats;68729358;;;240000000;940;100;Comedy;War;;en;1449;Ruby Films;60;21120;;;;
10314;1999;She's All That;103166989;;;100000000;950;10;Comedy;Romance;;en;26368;Tapestry Films;63;20070;;;;
10315;2009;Fantastic Mr. Fox;46471023;;;400000000;870;100;Adventure;Animation;Comedy;en;48899;Regency Enterprises;7795;51380;;;;
10316;2011;The Ides of March;76338111;;;125000000;1010;90;Drama;;;en;22618;Appian Way;6671;23620;;;;
10317;2015;Our Brand Is Crisis;7002261;;;280000000;1080;90;Comedy;Drama;;en;11454;Participant;58;4760;;;;
10320;2005;The Ring Two;161451538;;;500000000;1100;30;Drama;Horror;Thriller;en;26243;DreamWorks Pictures;57;21770;;;;
10327;2003;Legally Blonde 2: Red, White & Blonde;124914842;;;450000000;950;70;Comedy;Romance;;en;41412;Metro-Goldwyn-Mayer;57;14890;;;;
10329;1995;Congo;152022101;;;500000000;1090;60;Action;Adventure;Science Fiction;en;33825;Paramount;5526;8290;;;;
10330;2003;Freaky Friday;160846332;;;260000000;970;80;Comedy;Family;Fantasy;en;38225;Casual Friday Productions;6494;36300;;;;
10331;1968;Night of the Living Dead;30000000;;;1140000;960;100;Horror;Thriller;Science Fiction;en;29681;Image Ten;76;23040;;;;
10333;1991;The Prince of Tides;74787599;;;300000000;1320;120;Drama;Romance;;en;19889;Columbia Pictures;66;2570;;;;
10336;1997;Spawn;87840042;;;400000000;960;70;Action;Adventure;Fantasy;en;2287;New Line Cinema;54;12710;;;;
10339;1956;Moby Dick;10400000;;;45000000;1160;60;Adventure;Drama;;en;22186;Moulin Productions Inc.;70;3790;;;;
10353;1998;Les Couloirs du temps : Les Visiteurs II;66000000;;;230300000;1180;20;Comedy;Fantasy;;fr;16459;Gaumont;60;9530;;;;
10357;1997;Volcano;122823468;;;900000000;1040;40;Science Fiction;Action;Drama;en;31631;20th Century Fox;59;14380;;;;
10358;2008;Zack and Miri Make a Porno;42105111;;;240000000;1020;90;Comedy;;;en;57257;Blue Askew;63;22940;;;;
10362;2008;Two Lovers;16303643;;;98000000;1100;110;Drama;Romance;;en;15439;Tempesta Films;68;8140;;;;
10364;1970;Catch-22;24911670;;;180000000;1210;60;War;Comedy;Drama;en;13669;Paramount;67;2790;;;;
10366;1999;Universal Soldier: The Return;10700000;;;335000000;820;80;Action;Science Fiction;;en;21499;TriStar Pictures;59;12230;;;;
10368;1999;Tea with Mussolini;21001563;;;120000000;1170;30;Comedy;Drama;War;en;12031;Cattleya;64;1370;;;;
10375;2002;D-Tox;6632383;;;550000000;960;10;Thriller;Crime;;en;23515;Universal Pictures;56;6130;;;;
10377;1992;My Cousin Vinny;64088552;;;110000000;1200;30;Comedy;Drama;;en;24629;Palo Vista Productions;75;14720;;;;
10383;2000;Lost Souls;31355910;;;500000000;970;100;Horror;Thriller;Drama;en;1414;New Line Cinema;50;1640;;;;
